591,52022,57
593,52026,364
593,52026,602
592,52025,495
594,52045,254
591,52022,338
587,52026,611
590,52057,580
597,52059,18
597,52059,125
607,52368,173
600,52317,588
602,52072,172
602,52072,418
603,52056,457
606,52365,392
619,52056,448
609,52339,531
612,52079,541
613,52345,247
615,52347,223
617,52072,339
621,52055,96
609,52339,552
618,52049,111
614,53437,103
612,52079,116
618,52049,11
627,52144,534
629,52051,457
623,52051,381
630,52050,612
628,52083,130
624,52377,526
629,52051,343
623,52051,303
633,52079,449
641,52199,204
637,52174,178
634,52164,586
641,52199,488
641,52199,487
638,52081,409
639,52146,412
641,52199,531
638,52081,295
644,52173,260
641,52199,157
641,52199,496
637,52174,562
640,52178,418
641,52199,585
644,52173,622
644,52173,620
633,52079,474
644,52173,632
644,52173,507
656,52148,203
649,52201,56
648,52559,514
648,52559,541
650,52143,461
656,52148,477
650,52143,174
645,52203,513
661,52163,141
665,52168,284
663,52145,493
665,52168,509
665,52168,482
663,52145,457
664,52174,329
658,52146,13
661,52163,31
664,52174,374
665,52168,343
666,52149,80
721,52228,247
722,52224,163
724,52254,262
724,52254,23
724,52254,329
721,52228,527
722,52224,580
668,52162,87
668,52162,373
725,52258,280
725,52258,9
721,52228,359
721,52228,397
722,52224,516
722,52224,519
723,52201,495
723,52201,624
716,52203,470
725,52258,366
729,52468,122
736,52221,40
727,52207,372
735,52519,574
736,52221,406
727,52207,180
728,52520,194
738,52521,27
731,52460,343
730,52466,524
734,52224,563
726,52226,129
726,52226,142
725,52258,625
726,52226,465
739,52520,92
745,52258,520
744,52251,367
745,52258,450
739,52520,131
747,52234,263
744,52251,239
741,52261,461
739,52520,334
740,52263,579
751,52251,68
757,52238,17
754,52232,397
758,52253,381
758,52253,525
759,52254,144
759,52254,534
759,52254,179
758,52253,300
752,52251,178
752,52251,116
751,52251,551
751,52251,498
752,52251,380
752,52251,519
752,52251,457
773,52376,196
765,52254,395
766,52247,78
766,52247,176
769,52282,158
766,52247,197
769,52282,240
766,52247,460
772,52375,331
774,52286,44
774,52286,420
774,52286,585
775,52295,282
776,52319,65
779,52342,229
776,52319,491
783,52325,146
787,52320,170
778,52337,586
785,52339,635
777,52320,332
786,52319,568
786,52319,123
785,52339,166
783,52325,639
815,52374,32
816,52379,88
816,52379,362
794,52376,200
795,52378,236
794,52376,586
792,52353,345
788,52338,482
791,52435,136
812,52352,245
788,52338,400
788,52338,187
790,52441,115
813,52354,384
792,52353,372
818,52395,452
819,52409,157
817,52381,535
818,52395,82
818,52395,402
832,52312,295
830,52293,415
820,52438,39
826,52295,17
826,52295,99
844,52378,26
837,52642,310
832,52312,364
840,52374,449
825,52289,596
835,52326,9
826,52295,248
840,52374,134
840,52374,277
827,52312,305
835,52326,623
834,52316,388
841,52375,137
838,52378,443
844,52378,202
840,52374,557
851,52376,219
851,52376,208
853,52374,217
853,52374,281
854,52373,180
849,52439,156
849,52439,33
850,52338,147
853,52374,111
845,52381,491
848,52669,372
853,52374,92
846,52407,74
849,52439,199
855,52375,318
850,52338,559
849,52439,507
845,52381,564
848,52669,324
856,52339,541
861,52318,586
857,52314,134
858,52316,454
873,52674,377
855,52375,536
862,52325,113
859,52317,535
861,52318,430
878,52353,137
875,52354,171
882,52370,595
884,52374,640
881,52368,444
879,52365,42
883,52430,131
885,52379,133
886,52381,165
884,52374,103
884,52374,111
882,52370,430
881,52368,623
879,52365,328
885,52379,401
894,52615,16
889,52663,449
892,52378,258
888,52339,491
892,52378,422
892,52378,524
890,52583,444
892,52378,386
893,52589,228
896,52592,27
896,52592,34
897,52605,47
897,52605,189
895,52581,528
895,52581,415
887,52376,561
904,52381,97
906,52368,61
904,52381,448
898,52606,418
909,52379,332
901,52641,638
905,52643,271
900,52637,434
901,52641,392
901,52641,396
910,52377,625
913,52433,139
915,52443,9
913,52433,225
918,52404,24
909,52379,466
909,52379,615
922,52426,210
926,52413,281
924,52409,119
925,52411,582
927,52577,175
930,52618,83
929,52581,146
929,52581,412
934,52672,143
929,52581,156
928,52578,429
933,52642,498
934,52672,388
946,52407,70
940,52670,101
941,52709,255
938,52708,404
940,52670,27
944,52614,86
942,52703,32
935,52643,494
935,52643,580
941,52709,495
936,52705,537
942,52703,441
945,52652,121
950,52378,19
954,52405,47
954,52405,34
953,52411,73
948,52428,552
954,52405,515
955,52409,485
951,52398,358
954,52405,420
947,52411,411
954,52405,276
954,52405,72
960,52425,122
962,52620,639
968,52412,451
959,52411,270
960,52425,59
958,52410,370
963,52643,498
967,52636,431
961,52615,535
961,52615,374
962,52620,524
976,52413,168
978,52441,12
976,52413,315
975,52411,246
975,52411,566
974,52427,151
981,52435,409
971,52644,579
985,52431,210
985,52431,161
986,52443,35
986,52443,159
988,52520,254
990,52465,585
986,52443,390
986,52443,436
984,52442,180
984,52442,175
986,52443,142
985,52431,544
985,52431,500
987,52523,339
993,52710,276
991,52707,617
993,52710,436
993,52710,524
993,52710,330
994,52725,362
1002,52646,124
1000,52643,93
995,52731,279
997,52734,270
999,52636,476
1000,52643,489
994,52725,508
997,52734,139
997,52734,34
1004,52723,282
999,52636,172
998,52750,613
1006,52708,40
1013,52707,205
1014,52707,65
1016,52759,102
1007,52706,595
1011,52652,197
1014,52707,153
1006,52708,471
1008,52707,393
1015,52734,395
1014,52707,616
1016,52759,429
1006,52708,349
1013,52707,46
1007,52706,601
1013,52707,392
1013,52707,333
1014,52707,452
1015,52734,532
1018,52672,349
1018,52672,515
1018,52672,453
1039,52707,49
1017,52706,518
1043,52465,428
1018,52672,517
1042,52725,589
1039,52707,379
1044,52468,406
1040,52722,393
1039,52707,479
1039,52707,439
1044,52468,214
1050,52721,181
1046,52460,309
1049,52751,135
1054,52516,128
1054,52516,173
1046,52460,33
1050,52721,364
1047,52733,606
1056,52764,625
1060,52636,30
1060,52636,38
1061,52641,207
1059,52618,264
1060,52636,52
1061,52641,59
1059,52618,369
1161,52703,261
1158,52668,272
1158,52668,517
1162,52668,50
1163,52669,12
1162,52668,545
1162,52668,611
1172,52759,601
1164,52674,335
1166,52751,626
1169,52753,298
1169,52753,474
1171,52753,227
1166,52751,327
1165,52703,598
1167,52738,23
1171,52753,23
1172,52759,354
1172,52759,216
1173,52790,178
1168,52731,518
1173,52790,451
1170,52756,584
1178,52825,360
1177,52824,268
1177,52824,62
1184,52641,53
1187,52708,121
1186,52646,582
1188,52650,206
1193,52652,51
1184,52641,157
1186,52646,21
1184,52641,313
1190,52670,510
1194,52703,261
1194,52703,482
1176,52791,409
1194,52703,131
1198,52669,169
1201,52674,516
1198,52669,480
1204,52669,187
1198,52669,350
1206,52670,6
1207,52672,214
1220,52723,164
1220,52723,474
1209,52674,365
1217,52672,348
1215,52725,579
1216,52709,164
1216,52709,177
1208,52672,480
1212,52703,331
1222,52763,39
1223,52781,346
1225,52760,313
1228,52728,274
1224,52765,568
1227,52733,612
1226,52734,132
1225,52760,251
1222,52763,558
1228,52728,264
1226,52734,506
1227,52733,429
1225,52760,564
1227,52733,614
1235,52734,417
1237,52762,177
1240,52734,597
1237,52762,425
1239,52760,481
1239,52760,118
1233,52734,132
1233,52734,178
1232,52731,635
1269,52937,50
1265,52705,25
1266,52709,607
1270,52991,246
1272,52989,163
1273,52993,599
1275,52996,295
1265,52705,158
1264,52707,102
1265,52705,625
1265,52705,206
1269,52937,260
1270,52991,244
1269,52937,535
1269,52937,539
1272,52989,312
1285,52723,308
1282,52759,20
1286,52725,100
1284,52736,349
1284,52736,480
1278,52735,388
1280,52738,378
1283,52762,610
1287,52728,601
1282,52759,390
1285,52723,355
1287,52728,338
1287,52728,500
1294,52753,280
1288,52731,615
1298,52964,250
1295,52934,37
1299,52972,103
1297,52963,292
1301,52976,640
1300,52973,508
1303,53050,481
1300,52973,69
1296,52962,437
1300,52973,335
1290,52734,278
1289,52734,273
1292,52736,497
1289,52734,581
1309,52762,299
1309,52762,22
1312,52781,288
1311,52765,450
1313,52790,405
1307,52999,557
1304,52993,325
1308,53053,10
1308,53053,274
1306,52996,482
1307,52999,386
1309,52762,4
1313,52790,138
1309,52762,179
1319,52791,264
1321,52764,269
1326,52764,403
1319,52791,180
1321,52764,278
1325,52762,331
1320,52759,338
1324,53088,504
1340,52781,112
1330,52822,207
1332,52781,179
1338,52765,184
1333,52782,142
1339,52767,492
1333,52782,583
1334,52764,610
1331,52766,267
1337,52767,221
1328,52786,452
1329,52767,277
1340,52781,294
1343,52790,304
1343,52790,331
1340,52781,451
1341,52786,256
1341,52786,419
1341,52786,58
1343,52790,93
1347,52823,186
1346,52822,147
1351,52790,147
1347,52823,49
1345,52814,41
1351,52790,257
1348,53084,340
1344,52792,574
1357,53034,205
1359,53002,132
1363,53053,68
1363,53053,284
1352,52819,495
1359,53002,344
1359,53002,355
1358,52994,6
1363,53053,558
1357,53034,11
1364,53061,141
1357,53034,186
1362,53050,167
1370,53090,192
1365,53062,119
1370,53090,314
1367,53083,49
1374,53083,353
1365,53062,604
1373,53063,465
1364,53061,392
1368,53084,587
1373,53063,373
1369,53089,290
1365,53062,202
1368,53084,55
1365,53062,563
1371,52821,353
1371,52821,537
1369,53089,275
1377,53050,48
1378,53061,288
1378,53061,151
1380,53084,154
1377,53050,431
1381,53089,487
1386,53116,113
1377,53050,375
1386,53116,104
1381,53089,406
1376,53089,244
1376,53089,150
1375,53084,517
1375,53084,176
1375,53084,150
1376,53089,178
1381,53089,85
1380,53084,198
1380,53084,27
1385,53108,238
1379,53084,426
1384,53121,453
1384,53121,559
1376,53089,137
1379,53084,608
1391,52817,267
1389,53135,351
1389,53135,470
1387,53118,360
1387,53118,387
1393,52824,17
1396,53112,438
1396,53112,527
1400,53470,15
1401,53144,507
1402,52872,500
1404,52825,615
1409,52824,338
1403,53227,93
1409,52824,429
1401,53144,551
1400,53470,625
1417,53141,600
1425,52913,561
1418,53142,619
1387,53118,385
1416,52875,301
1418,53142,283
1418,53142,152
1389,53135,344
1391,52817,74
1390,53142,474
1390,53142,637
1395,52825,125
1397,53119,433
1400,53470,125
1409,52824,303
1409,52824,214
1409,52824,562
1406,52876,143
1399,53172,109
1400,53470,597
1427,52996,81
1425,52913,392
1419,53144,302
1427,52996,210
1427,52996,409
1433,53035,91
1428,52998,38
1432,53003,200
1428,52998,232
1428,52998,254
1430,53002,560
1433,53035,542
1429,52990,131
1434,53053,181
1429,52990,436
1430,53002,331
1433,53035,26
1437,53046,42
1437,53046,48
1437,53046,114
1437,53046,464
1438,53054,631
1442,53050,102
1438,53054,509
1441,53083,560
1437,53046,326
1440,53084,463
1440,53084,602
1443,53055,220
1447,53120,101
1437,53046,606
1448,53120,267
1448,53120,116
1440,53084,633
1440,53084,456
1447,53120,484
1447,53120,501
1444,53054,106
1441,53083,341
1449,53116,470
1438,53054,328
1444,53054,564
1459,53117,124
1451,53117,190
1457,53116,158
1453,53084,488
1453,53084,618
1452,53112,139
1450,53120,86
1454,53090,338
1456,53115,362
1450,53120,506
1458,53119,103
1460,53138,122
1452,53112,383
1448,53120,460
1449,53116,408
1455,53089,469
1569,53168,161
1571,53174,243
1571,53174,181
1570,53149,434
1570,53149,477
1569,53168,551
1568,53169,517
1461,53062,30
1465,53082,346
1461,53062,67
1465,53082,482
1460,53138,508
1465,53082,252
1461,53062,307
1579,53473,227
1575,53493,518
1574,53476,409
1574,53476,615
1577,53495,141
1573,53226,514
1576,53496,492
1574,53476,576
1578,53496,588
1581,53149,255
1586,52945,422
1592,52990,76
1594,52992,297
1591,52976,471
1592,52990,270
1586,52945,77
1582,52939,460
1584,52943,485
1584,52943,400
1588,52965,366
1589,52972,77
1584,52943,73
1586,52945,456
1588,52965,542
1586,52945,356
1587,52964,293
1587,52964,409
1587,52964,349
1592,52990,124
1593,52991,216
1596,52998,251
1593,52991,483
1594,52992,353
1595,52999,401
1593,52991,389
1598,53033,363
1603,53119,453
1605,53062,306
1598,53033,60
1599,53089,81
1602,53117,243
1606,53055,463
1607,53083,94
1607,53083,288
1617,53112,497
1617,53112,550
1616,53169,280
1612,53149,479
1609,53142,398
1610,53144,508
1614,53120,428
1611,53147,540
1611,53147,451
1611,53147,608
1614,53120,327
1615,53166,459
1613,53115,386
1616,53169,474
1617,53112,300
1617,53112,298
1618,53116,143
1619,53084,599
1623,53089,179
1622,53385,553
1618,53116,402
1617,53112,248
1623,53089,259
1620,53137,66
1620,53137,553
1619,53084,317
1619,53084,438
1620,53137,638
1621,53383,501
1621,53383,549
1625,53140,418
1627,53473,100
1624,53386,197
1625,53140,265
1626,53472,566
1626,53472,446
1628,53474,250
1645,53172,251
1650,53174,203
1646,53498,216
1646,53498,19
1645,53172,424
1650,53174,349
1644,53144,456
1649,53149,584
1628,53474,289
1649,53149,169
1652,53555,176
1647,53531,488
1652,53555,75
1642,53115,486
1643,53143,628
1645,53172,522
1647,53531,410
1652,53555,319
1654,53498,380
1655,53523,513
1655,53523,545
1656,53533,612
1658,53240,130
1659,53224,358
1656,53533,262
1655,53523,239
1658,53240,184
1652,53555,68
1653,53534,371
1653,53534,616
1658,53240,535
1651,53442,453
1667,53430,143
1673,53462,291
1671,53446,108
1672,53460,520
1674,53464,626
1681,53172,201
1682,53173,201
1674,53464,53
1676,53147,154
1671,53446,31
1673,53462,325
1675,53466,492
1672,53460,442
1675,53466,368
1682,53173,586
1682,53173,399
1683,53436,173
1679,53149,118
1680,53171,592
1693,53446,408
1691,53260,548
1693,53446,470
1694,53472,35
1696,53116,433
1683,53436,346
1687,53260,316
1688,53462,314
1683,53436,304
1691,53260,282
1684,53239,218
1685,53463,199
1686,53472,141
1687,53260,348
1692,53473,151
1700,53502,53
1705,53848,383
1705,53848,473
1704,53178,110
1699,53148,293
1698,53146,434
1699,53148,414
1700,53502,470
1701,53142,219
1705,53848,98
1701,53142,397
1697,53142,572
1705,53848,407
1711,53535,306
1713,53827,262
1713,53827,517
1715,54212,342
1707,53885,574
1712,53531,88
1716,53827,234
1708,53503,67
1714,53521,380
1709,53533,410
1713,53827,453
1710,53504,391
1709,53533,289
1711,53535,344
1715,54212,556
1714,53521,247
1717,53883,207
1721,53857,94
1717,53883,183
1716,53827,392
1725,54266,514
1725,54266,627
1726,53137,512
1718,53850,31
1723,53905,627
1718,53850,334
1718,53850,13
1720,53854,614
1722,53852,625
1721,53857,262
1723,53905,236
1717,53883,156
1717,53883,26
1721,53857,102
1724,53859,80
1717,53883,594
1741,53052,238
1738,53051,554
1729,53858,183
1730,53498,551
1732,53501,535
1735,53035,144
1736,53052,188
1735,53035,514
1737,53055,90
1733,53047,158
1733,53047,332
1740,53050,591
1740,53050,497
1738,53051,194
1729,53858,17
1732,53501,57
1744,53055,83
1747,53075,292
1749,53357,67
1747,53075,120
1744,53055,385
1744,53055,446
1745,53061,581
1751,53377,345
1750,53358,422
1751,53377,506
1744,53055,523
1749,53357,332
1749,53357,406
1743,53054,590
1743,53054,630
1750,53358,359
1750,53358,463
1750,53358,514
1744,53055,332
1746,53062,574
1751,53377,537
1755,53386,136
1763,53463,236
1757,53083,559
1763,53463,595
1752,53379,539
1754,53385,429
1754,53385,485
1753,53383,568
1755,53386,231
1755,53386,155
1755,53386,463
1755,53386,423
1757,53083,290
1767,53436,293
1768,53442,8
1766,53468,177
1766,53468,445
1769,53502,603
1775,53847,461
1775,53847,112
1778,53883,225
1769,53502,114
1772,53089,83
1773,53112,537
1764,53467,86
1784,54425,634
1779,53089,556
1765,53466,495
1767,53436,151
1786,54450,453
1764,53467,601
1777,53857,76
1778,53883,476
1775,53847,507
1778,53883,609
1782,53383,570
1782,53383,366
1783,53386,287
1776,53858,433
1796,53884,286
1791,54266,320
1796,53884,253
1796,53884,463
1796,53884,99
1786,54450,462
1794,54504,46
1790,53876,233
1792,54270,578
1793,53883,253
1793,53883,168
1791,54266,607
1805,53875,56
1805,53875,114
1802,53885,16
1798,53851,152
1807,54175,311
1807,54175,518
1798,53851,409
1804,53886,433
1799,53556,540
1798,53851,263
1804,53886,292
1804,53886,356
1808,54176,354
1814,54555,184
1817,53851,163
1817,53851,31
1819,54540,115
1815,53884,109
1809,53792,577
1816,53919,384
1818,54539,566
1817,53851,564
1817,53851,8
1815,53884,324
1814,54555,30
1810,53794,51
1812,53795,477
1812,53795,69
1813,53903,310
1812,53795,471
1817,53851,171
1819,54540,73
1811,53533,487
1811,53533,551
1814,54555,623
1829,53494,97
1830,54560,9
1825,53504,207
1826,53499,339
1828,53504,450
1829,53494,452
1828,53504,330
1820,54208,214
1819,54540,421
1835,54563,251
1836,54567,475
1830,54560,460
1833,54561,587
1832,54259,297
1832,54259,123
1834,54562,265
1834,54562,314
1836,54567,278
1836,54567,333
1840,53472,184
1838,53467,294
1839,53471,92
1838,53467,398
1842,53501,396
1843,53816,245
1845,54144,46
1846,54173,19
1849,53846,200
1848,54180,556
1846,54173,82
1848,54180,99
1848,54180,49
1848,54180,17
1845,54144,450
1846,54173,532
1846,54173,639
1849,53846,443
1854,53566,578
1871,53384,33
1871,53384,60
1873,54437,57
1865,53312,587
1867,53317,443
1865,53312,363
1867,53317,399
1870,53383,367
1865,53312,639
1866,53314,235
1868,53318,540
1866,53314,408
1867,53317,397
1872,53386,405
1872,53386,419
1854,53566,302
1853,53566,164
1853,53566,76
1876,54464,139
1876,54464,463
1875,54453,620
1877,54464,252
1877,54464,393
1922,53315,566
1924,53330,337
1924,53330,369
1920,53314,248
1920,53314,500
1922,53315,612
1923,53319,187
1924,53330,92
1928,53327,506
1926,53317,440
1925,53327,320
1930,53347,452
1933,53381,587
1933,53381,263
1935,53387,266
1937,53388,276
1931,53358,481
1932,53350,50
1932,53350,4
1931,53358,415
1931,53358,396
1936,53330,64
1934,53357,199
1938,53379,622
1942,53415,390
1939,53389,26
1944,53385,130
1944,53385,143
1949,53433,366
1952,53378,270
1955,53442,144
1950,53436,545
1953,53358,240
1953,53358,283
1971,53472,501
1969,53383,74
1957,53415,280
1977,53475,511
1973,53432,118
1984,53433,399
1982,53436,280
1975,53734,217
1974,53430,610
1978,53473,203
1978,53473,456
1973,53432,202
1984,53433,170
1973,53432,394
1996,53436,315
1987,53765,431
1993,53762,183
1993,53762,202
1993,53762,154
1993,53762,59
1994,53845,395
1991,53446,158
1990,53472,342
1994,53845,510
1996,53436,506
2000,53495,58
2003,53442,290
2004,53737,229
2002,53471,11
2002,53471,551
2002,53471,24
2002,53471,468
1998,53433,590
2000,53495,101
1999,53503,155
2006,53476,455
2006,53476,124
2004,53737,515
2010,53495,275
2009,53904,464
2010,53495,299
2013,53818,23
2005,53472,194
2011,53499,517
2011,53499,387
2021,53475,356
2021,53475,99
2019,53430,244
2011,53499,244
2011,53499,503
2011,53499,593
2017,53474,598
2021,53475,206
2027,53433,412
2031,53848,394
2025,53431,547
2025,53431,195
2030,53499,152
2027,53433,33
2025,53431,269
2026,53711,616
2025,53431,147
2023,53851,43
2023,53851,303
2022,53827,104
2024,53503,421
2028,53818,44
2029,53819,13
2024,53503,77
2024,53503,248
2026,53711,17
2026,53711,27
2033,53476,635
2035,53436,108
2082,53358,623
2081,53357,397
2082,53358,276
2083,53359,351
2084,53360,579
2082,53358,625
2084,53360,488
2085,53379,306
2085,53379,435
2035,53436,95
2087,53415,443
2088,53493,167
2091,53447,26
2093,53818,265
2093,53818,423
2093,53818,104
2087,53415,578
2094,53851,450
2090,53463,406
2090,53463,566
2091,53447,426
2090,53463,178
2089,53498,375
2095,53474,32
2094,53851,465
2089,53498,159
2092,53460,425
2094,53851,331
2099,53469,211
2092,53460,37
2098,53460,288
2091,53447,595
2096,53446,343
2105,53472,513
2101,53858,185
2102,54115,480
2103,53467,418
2100,53713,274
2099,53469,466
2100,53713,342
2104,53852,469
2100,53713,250
2113,53468,282
2112,53534,219
2112,53534,255
2118,53820,387
2105,53472,350
2108,53473,358
2107,53786,508
2109,53468,414
2105,53472,188
2104,53852,393
2104,53852,545
2112,53534,589
2112,53534,606
2112,53534,72
2118,53820,498
2119,53792,205
2119,53792,574
2129,54252,618
2122,54178,143
2126,53794,559
2122,54178,188
2122,54178,230
2126,53794,66
2125,53795,135
2127,53859,548
2118,53820,508
2120,53852,195
2127,53859,430
2128,53800,358
2124,53770,21
2128,53800,9
2124,53770,435
2138,53757,146
2138,53757,13
2129,54252,384
2129,54252,369
2137,54206,503
2137,54206,597
2134,53876,71
2137,54206,18
2139,53878,406
2135,53827,60
2132,53493,193
2136,53494,320
2136,53494,396
2132,53493,423
2140,53858,390
2140,53858,472
2140,53858,130
2136,53494,150
2141,53764,96
2146,54230,331
2146,54230,584
2148,54526,409
2145,54212,125
2143,54184,557
2142,54208,285
2140,53858,319
2140,53858,632
2150,54510,512
2148,54526,100
2148,54526,7
2151,54523,20
2154,54539,36
2154,54539,558
2157,54242,126
2151,54523,61
2157,54242,213
2158,54209,577
2158,54209,197
2156,54525,134
2156,54525,221
2156,54525,541
2159,54328,387
2159,54328,37
2171,53557,109
2163,53823,113
2163,53823,322
2165,53917,446
2166,54232,288
2168,53886,166
2162,54207,388
2167,53889,155
2167,53889,469
2162,54207,548
2168,53886,459
2170,53875,220
2173,53874,580
2199,53556,403
2204,53877,308
2206,53795,500
2207,53558,227
2199,53556,380
2202,53566,260
2202,53566,557
2202,53566,115
2210,53535,573
2207,53558,27
2206,53795,81
2207,53558,429
2207,53558,404
2210,53535,554
2213,53792,327
2211,53786,25
2213,53792,15
2216,53795,528
2213,53792,233
2215,53793,621
2211,53786,609
2218,53816,50
2216,53795,437
2212,53789,56
2216,53795,1
2219,53816,162
2214,53794,571
2224,53815,487
2220,53795,93
2228,53818,22
2221,53792,218
2219,53816,496
2221,53792,466
2219,53816,346
2219,53816,580
2221,53792,541
2235,53847,457
2239,53726,135
2269,53711,289
2264,53682,56
2264,53682,226
2267,53713,56
2269,53711,195
2243,53794,594
2239,53726,281
2239,53726,372
2241,54169,635
2271,53726,627
2271,53726,279
2268,53682,327
2245,54208,90
2244,53795,158
2245,54208,101
2245,54208,467
2273,53709,549
2277,53705,234
2282,53683,200
2282,53683,269
2285,53700,366
2276,53712,341
2285,53700,442
2284,53708,136
2283,53729,63
2274,53726,259
2281,53711,635
2278,53711,43
2297,53738,330
2297,53738,39
2291,53714,507
2297,53738,397
2294,53733,409
2293,53730,330
2293,53730,427
2296,53735,14
2296,53735,477
2295,53734,54
2292,53713,144
2295,53734,76
2289,53708,487
2288,53699,15
2289,53708,477
2295,53734,461
2292,53713,453
2351,53772,493
2345,53757,541
2351,53772,430
2347,53757,475
2349,53734,551
2355,53792,322
2359,53826,289
2358,53797,118
2356,53786,468
2356,53786,345
2354,53799,139
2360,53728,115
2356,53786,71
2357,53793,272
2366,53741,260
2361,53762,189
2362,53759,194
2365,53739,483
2366,53741,394
2368,53758,62
2418,53794,5
2375,53770,122
2376,53770,327
2369,53733,29
2370,53764,116
2371,53762,32
2418,53794,115
